report_path,status,final_status,scientific_scope,supersedes,superseded_by,retain_or_delete,reason
reports/nucleus_library_workflow/T380_completed_dc_single_case/T380_rejection_reason_correction_report.md,CURRENT_ACCEPTED,,T380 completed dc single case,,,RETAIN,acceptance/validation evidence found
reports/nucleus_library_workflow/T380_completed_dc_single_case/T380_runtime_insertion_smoke_plan.md,UNVERIFIED,,T380 completed dc single case,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/T380_completed_dc_single_case/T380_seed_summary_generation_report.md,CURRENT_FAILED_BUT_DIAGNOSTICALLY_IMPORTANT,,T380 completed dc single case,,,RETAIN,failed/negative result retained because it may define a rejected route or acceptance gate
reports/nucleus_library_workflow/T380_completed_dc_single_case/T380_seed_summary_patch_report.md,CURRENT_ACCEPTED,,T380 completed dc single case,,,RETAIN,acceptance/validation evidence found
reports/nucleus_library_workflow/T380_completed_dc_single_case/T380_source_policy_verification.md,CURRENT_FAILED_BUT_DIAGNOSTICALLY_IMPORTANT,,T380 completed dc single case,,,RETAIN,failed/negative result retained because it may define a rejected route or acceptance gate
reports/nucleus_library_workflow/T380_completed_dc_single_case/T380_staging_library_update_report.md,CURRENT_FAILED_BUT_DIAGNOSTICALLY_IMPORTANT,,T380 completed dc single case,,,RETAIN,failed/negative result retained because it may define a rejected route or acceptance gate
reports/nucleus_library_workflow/T380_completed_dc_single_case/T380_summary_unit_field_audit.md,CURRENT_ACCEPTED,,T380 completed dc single case,,,RETAIN,acceptance/validation evidence found
reports/nucleus_library_workflow/T380_completed_dc_single_case/workstation_cuda_build_report.md,CURRENT_ACCEPTED,,T380 completed dc single case,,,RETAIN,acceptance/validation evidence found
reports/nucleus_library_workflow/T380_completed_dc_single_case/workstation_python_validation_report.md,CURRENT_ACCEPTED,,T380 completed dc single case,,,RETAIN,acceptance/validation evidence found
reports/nucleus_library_workflow/T380_dynamic_continue_priority_submission_report.md,UNVERIFIED,,nucleus library workflow,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/T380_runtime_smoke_dx0p5/T380_bridge_time_unit_audit.md,CURRENT_ACCEPTED,,T380 runtime smoke dx0p5,,,RETAIN,acceptance/validation evidence found
reports/nucleus_library_workflow/T380_runtime_smoke_dx0p5/T380_dx0p5_runtime_smoke_preparation_report.md,CURRENT_PARTIAL,,T380 runtime smoke dx0p5,,,RETAIN,partial result retained for provenance
reports/nucleus_library_workflow/T380_runtime_smoke_dx0p5/T380_dx0p5_runtime_smoke_result_report.md,CURRENT_ACCEPTED,,T380 runtime smoke dx0p5,,,RETAIN,acceptance/validation evidence found
reports/nucleus_library_workflow/T380_runtime_smoke_dx0p5/T380_dx_insertability_explanation.md,CURRENT_FAILED_BUT_DIAGNOSTICALLY_IMPORTANT,,T380 runtime smoke dx0p5,,,RETAIN,failed/negative result retained because it may define a rejected route or acceptance gate
reports/nucleus_library_workflow/T380_runtime_smoke_dx0p5/T380_pre_smoke_build_report.md,CURRENT_ACCEPTED,,T380 runtime smoke dx0p5,,,RETAIN,acceptance/validation evidence found
reports/nucleus_library_workflow/T380_runtime_smoke_dx0p5/T380_query_validation_before_smoke.md,UNVERIFIED,OK,T380 runtime smoke dx0p5,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/T380_runtime_smoke_dx0p5/T380_staging_library_time_fields_report.md,SUPERSEDED_RETAIN_FOR_PROVENANCE,,T380 runtime smoke dx0p5,,,RETAIN,supersession language found; retained until explicit canonical links are confirmed
reports/nucleus_library_workflow/T380_runtime_smoke_dx0p5/T380_time_unit_patch_report.md,CURRENT_ACCEPTED,,T380 runtime smoke dx0p5,,,RETAIN,acceptance/validation evidence found
reports/nucleus_library_workflow/T400_xB003_failure_diagnosis.md,CURRENT_FAILED_BUT_DIAGNOSTICALLY_IMPORTANT,,nucleus library workflow,,,RETAIN,failed/negative result retained because it may define a rejected route or acceptance gate
reports/nucleus_library_workflow/T400_xB003_failure_diagnosis/failure_diagnosis_report.md,CURRENT_FAILED_BUT_DIAGNOSTICALLY_IMPORTANT,,T400 xB003 failure diagnosis,,,RETAIN,failed/negative result retained because it may define a rejected route or acceptance gate
reports/nucleus_library_workflow/Z_factor_runtime_validation/Z_factor_runtime_validation_report.md,UNVERIFIED,DATA_AND_BUILD_COMPLETE_GPU_RUNTIME_PENDING_QUEUE,Z factor runtime validation,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/Z_factor_runtime_validation/cluster_job_cancellation_report.md,UNVERIFIED,,Z factor runtime validation,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/Z_factor_runtime_validation/workstation_T400_strict_physical_cnt_smoke_report.md,CURRENT_ACCEPTED,,Z factor runtime validation,,,RETAIN,acceptance/validation evidence found
reports/nucleus_library_workflow/Z_factor_runtime_validation/workstation_T450_strict_physical_cnt_smoke_report.md,CURRENT_ACCEPTED,,Z factor runtime validation,,,RETAIN,acceptance/validation evidence found
reports/nucleus_library_workflow/Z_factor_runtime_validation/workstation_Z_factor_runtime_validation_acceptance_report.md,UNVERIFIED,-,Z factor runtime validation,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/Z_factor_runtime_validation/workstation_cuda_build_report.md,CURRENT_ACCEPTED,,Z factor runtime validation,,,RETAIN,acceptance/validation evidence found
reports/nucleus_library_workflow/Z_factor_theory_audit/Z_factor_article_formula_extract.md,UNVERIFIED,,Z factor theory audit,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/Z_factor_theory_audit/Z_factor_corrected_smoke_report.md,CURRENT_FAILED_BUT_DIAGNOSTICALLY_IMPORTANT,,Z factor theory audit,,,RETAIN,failed/negative result retained because it may define a rejected route or acceptance gate
reports/nucleus_library_workflow/Z_factor_theory_audit/Z_factor_correction_acceptance_report.md,CURRENT_FAILED_BUT_DIAGNOSTICALLY_IMPORTANT,,Z factor theory audit,,,RETAIN,failed/negative result retained because it may define a rejected route or acceptance gate
reports/nucleus_library_workflow/Z_factor_theory_audit/Z_factor_dimensional_audit.md,UNVERIFIED,VALID,Z factor theory audit,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/Z_factor_theory_audit/Z_factor_migration_plan.md,CURRENT_FAILED_BUT_DIAGNOSTICALLY_IMPORTANT,,Z factor theory audit,,,RETAIN,failed/negative result retained because it may define a rejected route or acceptance gate
reports/nucleus_library_workflow/Z_factor_theory_audit/Z_factor_numerical_regression_T400.md,UNVERIFIED,,Z factor theory audit,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/Z_factor_theory_audit/Z_r_to_Z_n_conversion_derivation.md,UNVERIFIED,,Z factor theory audit,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/Z_factor_theory_audit/s_GP_Z_policy_report.md,CURRENT_ACCEPTED,,Z factor theory audit,,,RETAIN,acceptance/validation evidence found
reports/nucleus_library_workflow/build_and_validation_report.md,CURRENT_ACCEPTED,,nucleus library workflow,,,RETAIN,acceptance/validation evidence found
reports/nucleus_library_workflow/clean_rebuild_dc_folders_audit.md,UNVERIFIED,,nucleus library workflow,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/cluster_dynamic_continue_queue_audit.md,UNVERIFIED,,nucleus library workflow,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/corrected_xB003_dc_final_queue_report.md,UNVERIFIED,,nucleus library workflow,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/corrected_xB003_dc_priority_queue_report.md,UNVERIFIED,,nucleus library workflow,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/corrected_xB003_dc_rebuild_report.md,CURRENT_ACCEPTED,,nucleus library workflow,,,RETAIN,acceptance/validation evidence found
reports/nucleus_library_workflow/corrected_xB003_dc_resubmission_report.md,UNVERIFIED,,nucleus library workflow,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/dc_jobs_verification_before_force_priority.md,UNVERIFIED,,nucleus library workflow,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/dc_start_after_force_priority_report.md,UNVERIFIED,,nucleus library workflow,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/dx1nm_T450_final_extension/T380_T400_dx1nm_staging_library_report.md,UNVERIFIED,OK,dx1nm T450 final extension,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/dx1nm_T450_final_extension/T380_T400_seed_summary_generation_report.md,UNVERIFIED,,dx1nm T450 final extension,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/dx1nm_T450_final_extension/T450_second_extension_preparation_report.md,UNVERIFIED,,dx1nm T450 final extension,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/dx1nm_T450_final_extension/T450_second_extension_submission_report.md,UNVERIFIED,,dx1nm T450 final extension,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/dx1nm_T450_final_extension/continue_dyn_2_output_audit.md,CURRENT_FAILED_BUT_DIAGNOSTICALLY_IMPORTANT,,dx1nm T450 final extension,,,RETAIN,failed/negative result retained because it may define a rejected route or acceptance gate
reports/nucleus_library_workflow/dx1nm_T450_final_extension/final_queue_after_T450_repriority.md,UNVERIFIED,,dx1nm T450 final extension,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/dx1nm_T450_final_extension/formal_continue_dyn_2_radius_mass_report.md,CURRENT_FAILED_BUT_DIAGNOSTICALLY_IMPORTANT,,dx1nm T450 final extension,,,RETAIN,failed/negative result retained because it may define a rejected route or acceptance gate
reports/nucleus_library_workflow/dx1nm_T450_final_extension/front_jobs_cancellation_report.md,UNVERIFIED,,dx1nm T450 final extension,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/dx1nm_T450_final_extension/front_jobs_resubmission_report.md,UNVERIFIED,,dx1nm T450 final extension,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/dx1nm_T450_final_extension/front_jobs_to_requeue_audit.md,UNVERIFIED,,dx1nm T450 final extension,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/dx1nm_T450_final_extension/nucleus_library.staging_dx1nm_T380_T400_validation_report.md,CURRENT_FAILED_BUT_DIAGNOSTICALLY_IMPORTANT,,dx1nm T450 final extension,,,RETAIN,failed/negative result retained because it may define a rejected route or acceptance gate
reports/nucleus_library_workflow/dx1nm_T450_final_extension/post_T450_second_extension_extraction_plan.md,UNVERIFIED,,dx1nm T450 final extension,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/dx1nm_T450_final_extension/queue_after_T450_repriority.md,UNVERIFIED,,dx1nm T450 final extension,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/dx1nm_T450_final_extension/queue_before_T450_submit.md,UNVERIFIED,,dx1nm T450 final extension,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/dx1nm_extend_queue_priority/extension_dc_submission_report.md,UNVERIFIED,,dx1nm extend queue priority,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/dx1nm_extend_queue_priority/extension_preparation_report.md,UNVERIFIED,,dx1nm extend queue priority,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/dx1nm_extend_queue_priority/final_queue_after_repriority.md,UNVERIFIED,,dx1nm extend queue priority,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/dx1nm_extend_queue_priority/front_jobs_cancellation_report.md,UNVERIFIED,,dx1nm extend queue priority,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/dx1nm_extend_queue_priority/front_jobs_resubmission_report.md,UNVERIFIED,,dx1nm extend queue priority,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/dx1nm_extend_queue_priority/front_jobs_to_requeue_audit.md,UNVERIFIED,,dx1nm extend queue priority,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/dx1nm_extend_queue_priority/initial_queue_audit.md,UNVERIFIED,,dx1nm extend queue priority,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/dx1nm_extend_queue_priority/post_completion_extraction_reminder.md,UNVERIFIED,,dx1nm extend queue priority,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/dx1nm_final_seed_extraction/T380_T400_seed_summary_check_report.md,UNVERIFIED,,dx1nm final seed extraction,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/dx1nm_final_seed_extraction/T450_65047_formal_radius_mass_report.md,CURRENT_ACCEPTED,,dx1nm final seed extraction,,,RETAIN,acceptance/validation evidence found
reports/nucleus_library_workflow/dx1nm_final_seed_extraction/T450_65047_output_audit.md,CURRENT_ACCEPTED,,dx1nm final seed extraction,,,RETAIN,acceptance/validation evidence found
reports/nucleus_library_workflow/dx1nm_final_seed_extraction/T450_65047_seed_summary_generation_report.md,CURRENT_PARTIAL,,dx1nm final seed extraction,,,RETAIN,partial result retained for provenance
reports/nucleus_library_workflow/dx1nm_final_seed_extraction/dx1nm_T380_T400_T450_staging_library_report.md,CURRENT_FAILED_BUT_DIAGNOSTICALLY_IMPORTANT,,dx1nm final seed extraction,,,RETAIN,failed/negative result retained because it may define a rejected route or acceptance gate
reports/nucleus_library_workflow/dx1nm_final_seed_extraction/nucleus_library_validation_report.md,CURRENT_FAILED_BUT_DIAGNOSTICALLY_IMPORTANT,,dx1nm final seed extraction,,,RETAIN,failed/negative result retained because it may define a rejected route or acceptance gate
reports/nucleus_library_workflow/dx1nm_fresh_2000step_dc/dx1nm_fresh_queue_and_folder_audit.md,UNVERIFIED,,dx1nm fresh 2000step dc,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/dx1nm_fresh_2000step_dc/final_queue_after_forced_dc_start.md,UNVERIFIED,,dx1nm fresh 2000step dc,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/dx1nm_fresh_2000step_dc/fresh_corrected_dc_preparation_report.md,CURRENT_ACCEPTED,,dx1nm fresh 2000step dc,,,RETAIN,acceptance/validation evidence found
reports/nucleus_library_workflow/dx1nm_fresh_2000step_dc/fresh_dc_submission_report.md,UNVERIFIED,,dx1nm fresh 2000step dc,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/dx1nm_fresh_2000step_dc/front_jobs_cancellation_report.md,UNVERIFIED,,dx1nm fresh 2000step dc,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/dx1nm_fresh_2000step_dc/front_jobs_resubmission_report.md,UNVERIFIED,,dx1nm fresh 2000step dc,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/dx1nm_fresh_2000step_dc/obsolete_dc_job_cancellation_report.md,UNVERIFIED,,dx1nm fresh 2000step dc,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/dx1nm_fresh_2000step_dc/old_dc_folder_backups/T380_xB0p030_no_strain/source_selection_report.md,UNVERIFIED,,T380 xB0p030 no strain,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/dx1nm_fresh_2000step_dc/old_dc_folder_backups/T400_xB0p030_no_strain/source_selection_report.md,UNVERIFIED,,T400 xB0p030 no strain,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/dx1nm_fresh_2000step_dc/old_dc_folder_backups/T450_xB0p030_no_strain/source_selection_report.md,UNVERIFIED,,T450 xB0p030 no strain,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/dx1nm_fresh_2000step_dc/old_dc_folder_cleanup_report.md,UNVERIFIED,,dx1nm fresh 2000step dc,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/dx1nm_fresh_2000step_dc/postrun_extraction_plan.md,CURRENT_ACCEPTED,,dx1nm fresh 2000step dc,,,RETAIN,acceptance/validation evidence found
reports/nucleus_library_workflow/dx1nm_post_insertion_drift_audit/audit_build_report.md,CURRENT_ACCEPTED,,dx1nm post insertion drift audit,,,RETAIN,acceptance/validation evidence found
reports/nucleus_library_workflow/dx1nm_post_insertion_drift_audit/audit_instrumentation_patch_report.md,UNVERIFIED,,dx1nm post insertion drift audit,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/dx1nm_post_insertion_drift_audit/audit_smoke_run_report.md,CURRENT_ACCEPTED,,dx1nm post insertion drift audit,,,RETAIN,acceptance/validation evidence found
reports/nucleus_library_workflow/dx1nm_post_insertion_drift_audit/baseline_drift_parse_report.md,UNVERIFIED,,dx1nm post insertion drift audit,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/dx1nm_post_insertion_drift_audit/baseline_smoke_artifact_inventory.md,UNVERIFIED,,dx1nm post insertion drift audit,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/dx1nm_post_insertion_drift_audit/post_insertion_drift_audit_acceptance_report.md,CURRENT_FAILED_BUT_DIAGNOSTICALLY_IMPORTANT,,dx1nm post insertion drift audit,,,RETAIN,failed/negative result retained because it may define a rejected route or acceptance gate
reports/nucleus_library_workflow/dx1nm_post_insertion_drift_audit/post_insertion_drift_stage_analysis.md,CURRENT_PARTIAL,,dx1nm post insertion drift audit,,,RETAIN,partial result retained for provenance
reports/nucleus_library_workflow/dx1nm_post_insertion_drift_audit/root_cause_hypothesis.md,CURRENT_PARTIAL,,dx1nm post insertion drift audit,,,RETAIN,partial result retained for provenance
reports/nucleus_library_workflow/dx1nm_post_insertion_drift_audit/runtime_stage_map.md,UNVERIFIED,,dx1nm post insertion drift audit,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/dx1nm_workstation_runtime_smoke/T400_workstation_build_report.md,UNVERIFIED,,dx1nm workstation runtime smoke,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/dx1nm_workstation_runtime_smoke/T400_workstation_build_report_after_sync.md,CURRENT_ACCEPTED,,dx1nm workstation runtime smoke,,,RETAIN,acceptance/validation evidence found
reports/nucleus_library_workflow/dx1nm_workstation_runtime_smoke/T400_workstation_query_report.md,UNVERIFIED,,dx1nm workstation runtime smoke,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/dx1nm_workstation_runtime_smoke/T400_workstation_query_report_after_sync.md,CURRENT_ACCEPTED,,dx1nm workstation runtime smoke,,,RETAIN,acceptance/validation evidence found
reports/nucleus_library_workflow/dx1nm_workstation_runtime_smoke/T400_workstation_runtime_capability_report.md,UNVERIFIED,,dx1nm workstation runtime smoke,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/dx1nm_workstation_runtime_smoke/T400_workstation_runtime_capability_report_after_sync.md,UNVERIFIED,,dx1nm workstation runtime smoke,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/dx1nm_workstation_runtime_smoke/T400_workstation_runtime_path_static_audit.md,CURRENT_FAILED_BUT_DIAGNOSTICALLY_IMPORTANT,,dx1nm workstation runtime smoke,,,RETAIN,failed/negative result retained because it may define a rejected route or acceptance gate
reports/nucleus_library_workflow/dx1nm_workstation_runtime_smoke/T400_workstation_runtime_path_static_audit_after_sync.md,UNVERIFIED,,dx1nm workstation runtime smoke,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/dx1nm_workstation_runtime_smoke/T400_workstation_smoke_preparation_report.md,UNVERIFIED,,dx1nm workstation runtime smoke,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/dx1nm_workstation_runtime_smoke/T400_workstation_smoke_preparation_report_after_sync.md,UNVERIFIED,,dx1nm workstation runtime smoke,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/dx1nm_workstation_runtime_smoke/T400_workstation_smoke_result_report.md,CURRENT_FAILED_BUT_DIAGNOSTICALLY_IMPORTANT,,dx1nm workstation runtime smoke,,,RETAIN,failed/negative result retained because it may define a rejected route or acceptance gate
reports/nucleus_library_workflow/dx1nm_workstation_runtime_smoke/T400_workstation_smoke_result_report_after_sync.md,CURRENT_FAILED_BUT_DIAGNOSTICALLY_IMPORTANT,,dx1nm workstation runtime smoke,,,RETAIN,failed/negative result retained because it may define a rejected route or acceptance gate
reports/nucleus_library_workflow/dx1nm_workstation_runtime_smoke/T400_workstation_smoke_run_report.md,UNVERIFIED,,dx1nm workstation runtime smoke,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/dx1nm_workstation_runtime_smoke/T400_workstation_smoke_run_report_after_sync.md,CURRENT_ACCEPTED,,dx1nm workstation runtime smoke,,,RETAIN,acceptance/validation evidence found
reports/nucleus_library_workflow/dx1nm_workstation_runtime_smoke/dx1nm_workstation_runtime_smoke_acceptance_report.md,CURRENT_FAILED_BUT_DIAGNOSTICALLY_IMPORTANT,PARTIAL_SMOKE_PREPARED_NOT_RUN_BUILD_FAIL,dx1nm workstation runtime smoke,,,RETAIN,failed/negative result retained because it may define a rejected route or acceptance gate
reports/nucleus_library_workflow/dx1nm_workstation_runtime_smoke/dx1nm_workstation_runtime_smoke_acceptance_report_after_sync.md,CURRENT_ACCEPTED,,dx1nm workstation runtime smoke,,,RETAIN,acceptance/validation evidence found
reports/nucleus_library_workflow/dx1nm_workstation_runtime_smoke/staging_library_sync_report.md,CURRENT_ACCEPTED,,dx1nm workstation runtime smoke,,,RETAIN,acceptance/validation evidence found
reports/nucleus_library_workflow/dx1nm_workstation_runtime_smoke/staging_library_sync_source_audit.md,UNVERIFIED,,dx1nm workstation runtime smoke,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/dx1nm_workstation_runtime_smoke/workstation_input_audit.md,UNVERIFIED,,dx1nm workstation runtime smoke,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/dx1nm_workstation_runtime_smoke/workstation_input_audit_after_sync.md,UNVERIFIED,,dx1nm workstation runtime smoke,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/dx1nm_workstation_runtime_smoke/workstation_staging_library_validation_report.md,CURRENT_FAILED_BUT_DIAGNOSTICALLY_IMPORTANT,,dx1nm workstation runtime smoke,,,RETAIN,failed/negative result retained because it may define a rejected route or acceptance gate
reports/nucleus_library_workflow/dynamic_continue_source_policy_audit/T400_margin_failure_assessment.md,CURRENT_FAILED_BUT_DIAGNOSTICALLY_IMPORTANT,,dynamic continue source policy audit,,,RETAIN,failed/negative result retained because it may define a rejected route or acceptance gate
reports/nucleus_library_workflow/dynamic_continue_source_policy_audit/current_source_selection_policy.md,CURRENT_PARTIAL,,dynamic continue source policy audit,,,RETAIN,partial result retained for provenance
reports/nucleus_library_workflow/dynamic_continue_source_policy_audit/source_policy_patch_plan.md,UNVERIFIED,,dynamic continue source policy audit,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/dynamic_continue_source_policy_audit/source_policy_patch_report.md,UNVERIFIED,,dynamic continue source policy audit,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/dynamic_continue_source_policy_audit/source_policy_validation_report.md,CURRENT_FAILED_BUT_DIAGNOSTICALLY_IMPORTANT,,dynamic continue source policy audit,,,RETAIN,failed/negative result retained because it may define a rejected route or acceptance gate
reports/nucleus_library_workflow/dynamic_continue_source_policy_audit/source_selection_code_inventory.md,UNVERIFIED,,dynamic continue source policy audit,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/dynamic_continue_source_policy_audit/xB003_actual_source_selection.md,UNVERIFIED,,dynamic continue source policy audit,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/dynamic_continue_source_policy_audit/xB003_recommended_continue_sources.md,UNVERIFIED,,dynamic continue source policy audit,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/dynamic_continue_to_fill_library_plan.md,UNVERIFIED,,nucleus library workflow,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/force_dc_priority_before_audit.md,UNVERIFIED,,nucleus library workflow,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/force_dc_priority_final_queue_report.md,UNVERIFIED,,nucleus library workflow,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/gp_barrier_only_refactor/gp_barrier_only_acceptance_report.md,CURRENT_ACCEPTED,,gp barrier only refactor,,,RETAIN,acceptance/validation evidence found
reports/nucleus_library_workflow/gp_barrier_only_refactor/gp_barrier_only_contract.md,UNVERIFIED,,gp barrier only refactor,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/gp_barrier_only_refactor/gp_storage_coupling_audit.md,UNVERIFIED,,gp barrier only refactor,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/gp_barrier_only_runtime_acceptance/build_and_validation_report.md,CURRENT_ACCEPTED,,gp barrier only runtime acceptance,,,RETAIN,acceptance/validation evidence found
reports/nucleus_library_workflow/gp_barrier_only_runtime_acceptance/dx1nm_post_insertion_drift_barrier_only_rerun.md,CURRENT_FAILED_BUT_DIAGNOSTICALLY_IMPORTANT,,gp barrier only runtime acceptance,,,RETAIN,failed/negative result retained because it may define a rejected route or acceptance gate
reports/nucleus_library_workflow/gp_barrier_only_runtime_acceptance/gp_barrier_only_runtime_acceptance_report.md,CURRENT_ACCEPTED,,gp barrier only runtime acceptance,,,RETAIN,acceptance/validation evidence found
reports/nucleus_library_workflow/gp_barrier_only_runtime_acceptance/gp_mass_invariance_runtime_test.md,CURRENT_FAILED_BUT_DIAGNOSTICALLY_IMPORTANT,,gp barrier only runtime acceptance,,,RETAIN,failed/negative result retained because it may define a rejected route or acceptance gate
reports/nucleus_library_workflow/gp_barrier_only_runtime_acceptance/legacy_gp_storage_opt_in_sanity_check.md,CURRENT_FAILED_BUT_DIAGNOSTICALLY_IMPORTANT,,gp barrier only runtime acceptance,,,RETAIN,failed/negative result retained because it may define a rejected route or acceptance gate
reports/nucleus_library_workflow/gp_barrier_only_runtime_acceptance/production_selector_regression_barrier_only.md,CURRENT_FAILED_BUT_DIAGNOSTICALLY_IMPORTANT,,gp barrier only runtime acceptance,,,RETAIN,failed/negative result retained because it may define a rejected route or acceptance gate
reports/nucleus_library_workflow/gp_barrier_only_runtime_acceptance/runtime_flag_logging_check.md,CURRENT_FAILED_BUT_DIAGNOSTICALLY_IMPORTANT,,gp barrier only runtime acceptance,,,RETAIN,failed/negative result retained because it may define a rejected route or acceptance gate
reports/nucleus_library_workflow/gp_depletion_kernel_validation.md,UNVERIFIED,,nucleus library workflow,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/gp_marker_saturation_report.md,UNVERIFIED,,nucleus library workflow,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/gp_mass_conservation_report.md,CURRENT_ACCEPTED,,nucleus library workflow,,,RETAIN,acceptance/validation evidence found
reports/nucleus_library_workflow/gp_smooth_placement_runtime_smoke.md,UNVERIFIED,,nucleus library workflow,,,RETAIN,no machine-readable final status or supersession relation found
reports/nucleus_library_workflow/library_runtime_profile_bridge/T380_dx0p5_library_runtime_smoke_report.md,CURRENT_ACCEPTED,pass,library runtime profile bridge,,,RETAIN,acceptance/validation evidence found
reports/nucleus_library_workflow/library_runtime_profile_bridge/build_after_profile_bridge_patch_report.md,CURRENT_ACCEPTED,pass,library runtime profile bridge,,,RETAIN,acceptance/validation evidence found
